1788331035.598795318,38226,-,dummy0tx=0 eth0tx=4832170038 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=88624578 
1788331037.648037386,38506,-,dummy0tx=0 eth0tx=4836707161 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=89824585 
1788331039.698608102,38785,-,dummy0tx=0 eth0tx=4841164802 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=90949906 
1788331041.748603666,39065,-,dummy0tx=0 eth0tx=4845700538 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=91992552 
1788331043.801561558,39345,-,dummy0tx=0 eth0tx=4850030638 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=93120395 
1788331045.851820363,39623,-,dummy0tx=0 eth0tx=4854552316 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=94239278 
1788331047.901276266,39902,-,dummy0tx=0 eth0tx=4858977611 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=95327664 
1788331049.952133331,40180,-,dummy0tx=0 eth0tx=4863510987 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=96380702 
1788331052.003742451,40459,-,dummy0tx=0 eth0tx=4867823831 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=97474649 
1788331054.055845826,40743,-,dummy0tx=0 eth0tx=4872489006 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=98737882 
1788331056.105343718,41035,-,dummy0tx=0 eth0tx=4876885615 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=100483695 
1788331058.156930343,41317,-,dummy0tx=0 eth0tx=4881264990 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=101721040 
1788331060.206354507,41588,-,dummy0tx=0 eth0tx=4885738941 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=102707458 
1788331062.260795874,41869,-,dummy0tx=0 eth0tx=4890297929 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=104032340 
1788331064.310073762,42149,-,dummy0tx=0 eth0tx=4894686927 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=105194576 
1788331066.361960368,42416,-,dummy0tx=0 eth0tx=4899127629 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=106301498 
1788331068.412937284,42680,-,dummy0tx=0 eth0tx=4903290578 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=107218310 
1788331070.464895478,42954,-,dummy0tx=0 eth0tx=4907735122 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=108198082 
1788331072.517665120,43225,-,dummy0tx=0 eth0tx=4912470256 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=109181013 
1788331074.570245062,43501,-,dummy0tx=0 eth0tx=4916515806 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=110208912 
1788331076.626553049,43774,-,dummy0tx=0 eth0tx=4921280829 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=111234777 
1788331078.674850434,44053,-,dummy0tx=0 eth0tx=4925802047 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=112293395 
1788331080.726551025,44328,-,dummy0tx=0 eth0tx=4930335611 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=113328576 
